Date,Route,Rating,Commitment,Route Type,Area,Aid Rating,Notes,Pitches,GPS,Style,Lead Style,Length
2023-08-17,Old Man's Route,5.2,,Trad,Seneca Rocks,,,3,"38.833800, -79.366300",Lead,Onsight,
2023-08-15,Cruizin' South,5.5,,Sport,Safe Harbor South,,For Guilherme to TR,1,"39.90803, -76.3642",Lead,Onsight,85
2023-08-15,Expose',5.11b,,Sport,Safe Harbor South,,"So sick, I had a ton of fun on this one! Getting the onsight was tough and thought provoking ",1,"39.90803, -76.3642",Lead,Onsight,80
2023-08-15,Autumn Arch,5.10b,,Sport,Safe Harbor South,,,1,"39.90803, -76.3642",Lead,Onsight,85
2023-08-11,Thin Air,5.6,,Trad,Cathedral Ledge,,"Linked pitches 1 and 2, did 4 twice bc a piece of my anchor got stuck, with Masha",4,"44.064, -71.1663",Lead,Onsight,300
2023-07-25,Childs Play,5.6,,Trad,Cathedral Ledge,,,1,"44.064, -71.1663",TR,,80
2023-07-25,Recluse,5.11a,,Trad,Cathedral Ledge,,"Fell at the crux once, lowered to the ground then sent! Had my hands in the wrong order first go",1,"44.064, -71.1663",Lead,Redpoint,85
2023-07-25,Bird's Nest,5.9,,Trad,Cathedral Ledge,,LRS with Revo and micro Trax. Got accosted by a giant spider part way up and he disappeared when I bumped up a cam! Also first time rapping on a munter because my memory is terrible ,2,"44.064, -71.1663",Lead,Onsight,80
2023-07-24,Standard Route,5.5,R,Trad,Whitehorse Ledge,,"LRS with Revo and micro Trax. Soloed the first pitch, linked 2 and 3 as well as the final two pitches. Started raining as I was following the very last pitch. Great day out! Climbed behind Daniel and Emily; good quality chatting ",13,"44.0545, -71.1668",Lead,Onsight,1100
2023-07-17,Short Shagg,5.9,,Sport,Shagg Crag,,Barefoot follow to clean,1,"44.43274, -70.52741",Follow,,
2023-07-17,Short Shagg,5.9,,Sport,Shagg Crag,,,1,"44.43274, -70.52741",Lead,Onsight,
2023-07-17,Rough Rhino,5.8,,Sport,Shagg Crag,,,1,"44.43274, -70.52741",Lead,Onsight,45
2023-07-17,Fuzzy Rhino Slippers,5.11c,,Sport,Shagg Crag,,"Fell on the crux once, then fell to the easy moves below. Gave it a rest on the rope then sent!",1,"44.43274, -70.52741",Lead,Redpoint,55
2023-07-17,Short Bob,5.12a,,Sport,Shagg Crag,,"Made it to the anchors!! Had to french free the crux, but did all the other moves with just a little hangdogging. Growth zone babyyy",1,"44.43274, -70.52741",Lead,Fell/Hung,50
2023-07-17,The Great Escape,5.10b,,Sport,Shagg Crag,,"Suuuper wet, and went too high at the top so I had to take a couple moves shy of the anchors",1,"44.43274, -70.52741",Lead,Fell/Hung,
2023-07-12,Whitney Gilman Ridge,5.7,,"Trad, Alpine",Cannon Cliff,,,6,"44.159, -71.6847",Lead,Onsight,600
2023-07-07,Dirty Harry,5.11a,,"Sport, TR",Camden Hills,,Clean TR to clean,1,"44.24707, -69.08739",TR,,60
2023-07-07,500 Pound Flakeout,5.7+,,"Trad, TR",Camden Hills,,,1,"44.24707, -69.08739",Lead,Flash,60
2023-07-07,Dirty Harry,5.11a,,"Sport, TR",Camden Hills,,Totally my style!,1,"44.24707, -69.08739",Lead,Flash,60
2023-07-07,Charlotte's Crack,5.7,,Trad,Camden Hills,,,2,"44.24707, -69.08739",Lead,Onsight,300
2023-06-08,Guillotine,5.10a,,"Trad, TR",Otter Cliffs,,,1,"44.31194, -68.18919",Follow,,40
2023-06-08,Wonder Wall,5.8,,"Trad, TR",Otter Cliffs,,Really don't know why people don't like to lead this! It eats up micros with an odd hand and finger sized cam thrown in for good measure. Never placed a nut,1,"44.31194, -68.18919",Lead,Redpoint,50
2023-06-08,Peak Performance,5.10a,,"Trad, TR",Otter Cliffs,,"This climb was greasy as fuck. Abby led to the traverse but it was too wet. I pinkpointed to that point, did the traverse, tried the crimpy face but peeled off because it was so damp and took a chunky whip on a .4. I'll have to come back when it's drier!",1,"44.31194, -68.18919",Lead,Fell/Hung,60
2023-06-08,Wonder Wall,5.8,,"Trad, TR",Otter Cliffs,,,1,"44.31194, -68.18919",TR,,50
2023-06-08,A Dare by the Sea,5.10b,PG13,"Trad, TR",Otter Cliffs,,,1,"44.31194, -68.18919",Lead,Flash,60
2023-06-08,"Easy Corner (aka ? ""Wonder Corner"" )",5.6,,"Trad, TR",Otter Cliffs,,,1,"44.31194, -68.18919",Follow,,60
2023-06-07,Echoes,5.11d,PG13,"Trad, TR",Cathedral Ledge,,A bunch of falls through the crux. Pretty thin!,1,"44.064, -71.1663",TR,,100
2023-06-07,Recompense,5.9,,Trad,Cathedral Ledge,,Followed the last pitch,1,"44.064, -71.1663",Follow,,400
2023-06-07,The Prow,5.11d,,Trad,Cathedral Ledge,,"Just led the last pitch. The description is pretty on point, it was super nice!",1,"44.064, -71.1663",Lead,Onsight,350
2023-06-07,Goofer's Delight,5.10a,,Trad,Cathedral Ledge,,"Lowered to the top pitch and just did the traverse. Very easy, but a ton of fun and a crowd pleaser!",1,"44.064, -71.1663",Lead,Onsight,140
2023-06-05,The Fastest Gun,5.10b,,Trad,Poke-O-Moonshine,,"Linked up after climbing Bloody Mary. Led to the top of P2 and P3, followed P4. What a climb!! Will have to come back to do the whole thing sometime.
Wild doing those insecure, slabby moves above the two smallest pieces I own (a #1 DMM Peenut and a #0 Z4 equalized with a sliding x)",2,"44.4097, -73.5037",Lead,Onsight,500
2023-06-05,Bloody Mary,5.9+,,Trad,Poke-O-Moonshine,,"Led P1, followed P2. So sick!! I'd like to come back to lead P2 sometime",2,"44.4097, -73.5037",Lead,Onsight,500
2023-06-04,Slim Pickins,5.9+,,Trad,The Spider’s Web,,"Very fun climb, plenty easy enough to savor without cruxing out",1,"44.1454, -73.75082",Lead,Onsight,90
2023-06-04,Esthesia,5.10a,,Trad,The Spider’s Web,,"Did the crux roof offwidth style which was a tall order, but it went!",1,"44.1454, -73.75082",Follow,,90
2023-06-04,TR,5.10a,,Trad,The Spider’s Web,,"What a fight, but rests where you need them!",1,"44.1454, -73.75082",Lead,Onsight,70
2023-06-03,Good Day,5.10b,,Sport,Shelving Rock,,"Pretty fun, cruiser climb! Crux is just 'can you crimp hard enough?'",1,"43.55552, -73.60298",Lead,Flash,90
2023-06-03,The Gong Show,5.9-,,Trad,Shelving Rock,,Peregrine tried to poop on us while lowering!,1,"43.55552, -73.60298",Lead,Onsight,100
2023-06-03,Grin and Bear It,5.8+,,Trad,Shelving Rock,,Not really sandbagged in my opinion ,1,"43.55552, -73.60298",Lead,Pinkpoint,90
2023-06-03,Snake Charmer,5.9,,Trad,Shelving Rock,,,1,"43.55552, -73.60298",Lead,Onsight,100
2023-06-03,Lunar Manscaping,5.8,,Trad,Shelving Rock,,,1,"43.55552, -73.60298",Lead,Pinkpoint,90
2023-06-01,Birdbrain,5.12a,X,"Trad, TR",The Near Trapps,,"Pretty tough, but I did all the moves! Fell about a billion times though",1,"41.73209, -74.19709",TR,,80
2023-06-01,Bird Cage,5.10b,,Trad,The Near Trapps,,"Damn, the only way to describe the crux is 'thuggy'",1,"41.73209, -74.19709",Follow,,100
2023-06-01,Transcontinental Nailway,5.10b,,Trad,The Near Trapps,,"Took a fall after pulling the roof, pumped out trying to find a good enough left hand to clip from. felt like a real sandbag at 10b",1,"41.73209, -74.19709",Lead,Fell/Hung,100
2023-06-01,Birdland,5.8+,,Trad,The Near Trapps,,,1,"41.73209, -74.19709",Follow,,200
2023-05-30,Ants' Line,5.9,,Trad,The Trapps,,,1,"41.72879, -74.18801",Lead,Onsight,80
2023-05-30,Space Invaders,5.10d,,Trad,The Trapps,,A+,1,"41.72879, -74.18801",TR,,70
2023-05-30,Bonnie's Roof,5.9,,Trad,The Trapps,,"Led P1, accidentally stopped right after the crux. Followed pitches 2 and 3",3,"41.72879, -74.18801",Lead,Onsight,250
2023-05-30,High Exposure,5.6,,Trad,The Trapps,,"Followed P2, fucking sick",1,"41.72879, -74.18801",Follow,,250
2023-05-30,Directissima,5.9,,Trad,The Trapps,,"Led P1 and P3. Lots of fun, the best way to get to High E but then it's also the only one I've done",3,"41.72879, -74.18801",Lead,Onsight,120
2023-05-28,Balcony Arête,5.9-,,"Trad, TR",Great Falls,,,1,"38.9923, -77.249",TR,,35
2023-05-28,Backslider,5.7,,TR,Great Falls,,,1,"38.9923, -77.249",TR,,25
2023-05-28,Possibilities,5.9,,TR,Great Falls,,,1,"38.9923, -77.249",TR,,25
2023-05-28,Left Stuff,5.7,,TR,Great Falls,,"Would be a nice least on gear, albeit with a cruxy start",1,"38.9923, -77.249",TR,,25
2023-05-28,Right Stuff,5.7,,TR,Great Falls,,,1,"38.9923, -77.249",TR,,25
2023-05-24,Roy Gap Chimney's,5.6,,Trad,Seneca Rocks,,"Followed P1 of Climbin' Punishment, then led P2 of Roy Gap Chimney's ",2,"38.833800, -79.366300",Lead,Onsight,220
2023-05-24,Sunshine,5.10a,PG13,Trad,Seneca Rocks,,Fell once about 10 feet off the deck and almost hit the ground from rope stretch! Got it clean next go. Would be a somewhat spicy lead,1,"38.833800, -79.366300",TR,,100
2023-05-24,Ecstasy Junior,5.4,,Trad,Seneca Rocks,,Followed P1 to throw a TR on Sunshine and The Burn,1,"38.833800, -79.366300",Follow,,160
2023-05-23,Block Party,5.8,,Trad,Seneca Rocks,,,1,"38.833800, -79.366300",Lead,Onsight,40
2023-05-23,Pollux,5.10a,,Trad,Seneca Rocks,,"Fell about 20 feet off the deck after my foot slipped :( Felt really good otherwise, I&#39;m sure I&#39;ll get the send the next time I&#39;m around!",1,"38.833800, -79.366300",Lead,Fell/Hung,45
2023-05-23,Castor,5.10a,,Trad,Seneca Rocks,,"Walked up it this time, feels really good!! Looks like I've really grown since September",1,"38.833800, -79.366300",Lead,Redpoint,80
2023-05-23,Madmen Only,5.10a,,Trad,Seneca Rocks,,"Another sick, must-do Seneca 10a! So stoked to get the onsight ",1,"38.833800, -79.366300",Lead,Onsight,100
2023-05-21,Fear of Flying,5.8,,Trad,Seneca Rocks,,Awesome climb! Thought provoking crux. Guidebook said it was a must do – guidebook was right,1,"38.833800, -79.366300",Lead,Onsight,90
2023-05-21,Gebhardt-Dufty,5.7+,,Trad,Seneca Rocks,,"Followed Abby with Will. Quite an adventure of a climb!
Bootied one nut but lost another, ain't that just the way ",5,"38.833800, -79.366300",Follow,,
2023-05-20,Old Ladies Route,5.2,,Trad,Seneca Rocks,,"Did the first three pitches of Old Ladies. Followed 1 and 2, led 3. Started dumping rain while setting up the rappel!",3,"38.833800, -79.366300",Lead,Onsight,
2023-05-20,Marshall's Madness - Crack of Dawn,5.10a,,Trad,Seneca Rocks,,"So sick!!! My proudest onsight to date. The top anchors were kinda hard to find, they were higher than I thought they'd be. Just above the second roof way up high",2,"38.833800, -79.366300",Lead,Onsight,200
2023-05-19,Old Ladies Route,5.2,,Trad,Seneca Rocks,,"Did the first pitch, enjoyed the notch for a while, then beebopped down",1,"38.833800, -79.366300",Solo,,
2023-05-19,Old Man's Route,5.2,,Trad,Seneca Rocks,,"Soloed most of the first pitch, got to a part I didn't think I'd feel comfortable down climbing, so I hung out a while then came down. A total zoo on the wall today",1,"38.833800, -79.366300",Solo,,
2023-05-18,Soler,5.7,,Trad,Seneca Rocks,,Onsighted P2 of Soler. So sick!!!,1,"38.833800, -79.366300",Lead,Onsight,200
2023-05-18,Conn's East,5.6,,Trad,Seneca Rocks,,Followed first pitch to access P2 of Soler,1,"38.833800, -79.366300",Follow,,250
2023-05-18,Ye Gods & Little Fishes,5.8,,Trad,Seneca Rocks,,Onsighted pitch 1. Followed the second two pitches of Skyline Traverse to gain Broadway ledge ,3,"38.833800, -79.366300",Lead,Onsight,85
2023-05-13,The Daddy,5.6,,Trad,The Linville Amphitheater,,A classic for a reason! A total romp,3,"35.871, -81.89291",Lead,Onsight,500
2023-05-12,White Lightning,5.8+,,Trad,Table Rock,,"Pitch 1 is way harder than pitch 2, but the movement on pitch 2 was phenomenal!!",2,"35.88831, -81.88519",Lead,Onsight,200
2023-05-11,Exploratory 5.5,5.5,,Trad,Whitewater Buttress,,"Did a couple scrappy, likely unclimbed pitches at chucky. Total garbage not worth repeating, but found a couple worthy lines to try later",2,"36.07719, -82.3723",Lead,Onsight,
2023-04-23,Quaker State,5.11a,,Trad,The Moore's Amphitheater,,TR solo,1,"36.39993, -80.28257",TR,,100
2023-04-23,Raise Hell,5.8,,Trad,The Moore's Amphitheater,,,1,"36.39993, -80.28257",Lead,Onsight,120
2023-04-23,Nutsweat,5.9+,,Trad,Moore's North End,,,1,"36.40055, -80.27884",Lead,Flash,110
2023-04-23,Nevermore,5.9-,,Trad,Moore's North End,,,1,"36.40055, -80.27884",Follow,,70
2023-04-16,Head Jam,5.6,,Trad,Moore's Central Wall,,,1,"36.39764, -80.28578",Follow,,110
2023-04-16,Break On Through,5.10a,,Trad,Circus Wall,,"&#34;He always does this, he does a big throw and sticks it, then when I get up there, there are plenty of holds and I static it.&#34; - Abby",2,"36.3973, -80.2861",Lead,Flash,200
2023-04-09,Pilot Error (chicken bone right),5.8,,"Sport, TR",Pilot Mountain,,"TR solo, another lap to end the day",1,"36.340200, -80.480780",TR,,90
2023-04-09,Skatin',5.11d,,Sport,Pilot Mountain,,"TR solo. Lots of falls trying to establish the pinch. Beta is hold on really hard, pull really hard on the slopey right side pull and get a high right foot",1,"36.340200, -80.480780",TR,,30
2023-04-09,Fat Boy,5.11a,,"Sport, TR",Pilot Mountain,,TR solo,1,"36.340200, -80.480780",TR,,30
2023-04-09,Thin to Win,5.10b,,"Sport, TR",Pilot Mountain,,TR solo,1,"36.340200, -80.480780",TR,,80
2023-04-09,Vegomatic,5.7+,,TR,Pilot Mountain,,TR solo,1,"36.340200, -80.480780",TR,,90
2023-04-09,Chicken Bone,5.8,,"Trad, Sport, TR",Pilot Mountain,,TR solo ,1,"36.340200, -80.480780",TR,,90
2023-04-09,Pilot Error (chicken bone right),5.8,,"Sport, TR",Pilot Mountain,,"TR solo, still think it's better than chicken bone ",1,"36.340200, -80.480780",TR,,90
2023-04-06,Quaker State,5.11a,,Trad,The Moore's Amphitheater,,,1,"36.39993, -80.28257",TR,,100
2023-04-06,Almost Seven (aka Golden Earring),5.7,,Trad,The Moore's Amphitheater,,,1,"36.39993, -80.28257",Follow,,120
2023-04-06,Air Show,5.9-,,Trad,Circus Wall,,Way better than Zoo view!!,2,"36.3973, -80.2861",Lead,Onsight,180
2023-03-16,Bedtime for Bonzo,5.6,,Trad,Fortress Wall,,,2,"37.83768, -83.64701",Follow,,100
2023-03-15,Scabies,5.9+,,Sport,Pebble Beach,,Took some falls to let my belayer practice catching,1,"37.8588, -83.67163",Lead,Fell/Hung,40
2023-03-15,Brontosaurus,5.10b,,Trad,Pebble Beach,,"Fell at the crux after fiddling with gear too long. Gear beta for next time: use all the finger sized pieces you want at the beginning, 4 at the base of the crack, then two 2s, a 3, two .75s, and a 1 at the end if I want to really sew it up before clipping the anchors ",1,"37.8588, -83.67163",Lead,Fell/Hung,60
2023-03-15,Environmental Impact,5.7,,Trad,Pebble Beach,,,1,"37.8588, -83.67163",Lead,Onsight,130
2023-03-14,Souders Crack,5.11,R,Trad,Red River Gorge Long Wall,,,1,"37.8446, -83.6686",TR,,80
2023-03-14,Mailbox,5.8+,,Trad,Red River Gorge Long Wall,,Surprisingly in your face towards the end,1,"37.8446, -83.6686",Lead,Onsight,80
2023-03-14,Yuk,5.9,PG13,Trad,Red River Gorge Long Wall,,"Fell my way up it, off width might not be my thing ehhh",1,"37.8446, -83.6686",TR,,70
2023-03-14,Autumn,5.9,,Trad,Red River Gorge Long Wall,,,1,"37.8446, -83.6686",Lead,Onsight,80
2023-03-14,Rock Wars,5.10a,,Trad,Red River Gorge Long Wall,,one of the best pitches I've climbed in my life!!!,1,"37.8446, -83.6686",Lead,Onsight,110
2023-03-13,Super Best Friends,5.12a,,Sport,The Solarium,,Made it a couple clips into the overhang before yeeting down,1,"37.73372, -83.63884",Lead,Fell/Hung,95
2023-03-13,Stay Off the Radio Jeff!,5.9+,,Sport,Bruise Brothers Wall,,,1,"37.72444, -83.62657",Lead,Onsight,50
2023-03-13,The Bee's Business,5.8-,,Sport,Bruise Brothers Wall,,,1,"37.72444, -83.62657",Lead,Onsight,60
2023-03-13,Air Ride Equipped,5.11a,,Sport,The Solarium,,,1,"37.73372, -83.63884",Lead,Onsight,65
2023-03-11,Caver's Route,5.3,R,Trad,Red River Gorge Tower Rock,,"So fun!! A much more mellow, enjoyable version of Chamine Stop ",4,"37.82823, -83.59714",Lead,Onsight,200
2023-02-26,Rainy Day Women,5.10a,R,Trad,Stone Mountain,,TR pitch 1. An amazing pitch -  great movement and tenuous slab climbing. Crux is in the first ~15ft. Probably not one to lead!,1,"36.3916, -81.0473",TR,,100
2023-02-26,Entrance Crack,5.5,R,Trad,Stone Mountain,,,1,"36.3916, -81.0473",Lead,Redpoint,90
2023-02-26,Yardarm,5.8,PG13,Trad,Stone Mountain,,Led all three pitches. Stoked to get the onsight! Never. Again.,3,"36.3916, -81.0473",Lead,Onsight,300
2023-02-19,Skin Toy,5.11d,,Sport,Sauratown,,"Skin Toy at Sauratown. 4 star pitch, would really like to go back for the lead, but the super high first bolt requires a stick clip. ",1,"36.375128, -80.369331",TR,,
2023-02-19,Green Arrow,5.10a,,Sport,Sauratown,,Green Arrow at Sauratown.,1,"36.375128, -80.369331",Lead,Onsight,
2023-02-19,DC Comics,5.10b,,Sport,Sauratown,,"DC Comics at Sauratown. Incredible pitch, 4 stars for sure",1,"36.375128, -80.369331",Lead,Onsight,
2023-02-18,Deadbeat Dad,5.11d,,Trad,Sauratown,,"Deadbeat Dad Club at Sauratown. Took a huge, cartwheeling whip on a .3 just above the ledge. Get a good .5 just above the lip to protect those moves a little better",1,"36.375128, -80.369331",Lead,Fell/Hung,
2023-02-18,Pilot's License,5.10b,,Sport,Sauratown,,Pilots License at Sauratown,1,"36.375128, -80.369331",Lead,Onsight,
2023-02-18,Kish Dish,5.8,,Sport,Sauratown,,Kish Dish at Sauratown,1,"36.375128, -80.369331",Lead,Redpoint,
2023-02-18,I'll Be Danned,5.10d,,Sport,Sauratown,,"I&#39;ll Be Danned at Sauratown. A ton of fun, loved the movement through the second roof!",1,"36.375128, -80.369331",Lead,Onsight,
2023-02-18,5.7 Corner,5.7,,Trad,Sauratown,,5.7 Corner at Sauratown,1,"36.375128, -80.369331",Lead,Onsight,
2023-02-05,Novi,5.7,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Redpoint,90
2023-02-05,Anchors Away,5.11d,,Sport,Pilot Mountain,,"Fell several times at the last bolt. Beta: get the shitty crimp on the arete with the left hand, get the shitty orange crimp with the right hand, dead point to the good hold with the right hand. Bring a .75 and 1 for the runout between 5th and 6th bolt ",1,"36.340200, -80.480780",Lead,Fell/Hung,73
2023-02-05,Unknown,5.8,,TR,Pilot Mountain,,Saw a plane do a barrel roll right off the cliff line while setting up the top rope,1,"36.340200, -80.480780",TR,,30
2023-02-05,Devil in the White House,5.10c,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Redpoint,60
2023-01-28,The Pulpit,5.8,,Trad,Stone Mountain,,"Awesome climb! Some long run-outs here and there, but always pro where you need it. Crossing the water groove to the oasis was a bit spicy, but it went",5,"36.3916, -81.0473",Lead,Onsight,800
2023-01-16,Left Of Time,5.7,,"Sport, TR",Rocky Face,,,1,"35.9631, -81.12044",Lead,Redpoint,40
2023-01-16,Hardman,5.11b,,Sport,Rocky Face,,Clean TR,1,"35.9631, -81.12044",TR,,
2023-01-16,Bullistics,5.10b,,Sport,Rocky Face,,,1,"35.9631, -81.12044",Lead,Redpoint,40
2023-01-16,Hidden-mite short,5.9+,,Sport,Rocky Face,,,1,"35.9631, -81.12044",Follow,,45
2023-01-15,Mr. Henar,5.12a,PG13,Sport,Pilot Mountain,,Made it to the anchors this time! Still just as janky as my first go today though,1,"36.340200, -80.480780",Lead,Fell/Hung,70
2023-01-15,Mr. Henar,5.12a,PG13,Sport,Pilot Mountain,,"Got it clean up to the second perma. The left hand crimp was super wet, but I did the move. Got up to the face above the third perma, then got stumped at the face. Next time!",1,"36.340200, -80.480780",Lead,Fell/Hung,70
2023-01-15,Any Major Dude,5.11c,,"Sport, TR",Pilot Mountain,,Finally got it!,1,"36.340200, -80.480780",Lead,Redpoint,30
2023-01-15,When Shrimp Learn to Whistle,5.11b,,Sport,Pilot Mountain,,Another fall at the crux. Found the key foot jib on the arete just above the lame slopey foot. Hard to see with the arete in the way,1,"36.340200, -80.480780",Lead,Fell/Hung,60
2023-01-15,When Shrimp Learn to Whistle,5.11b,,Sport,Pilot Mountain,,"Fell once at the crux, it's hella tricky!",2,"36.340200, -80.480780",Lead,Fell/Hung,60
2023-01-03,The 8th Sin,5.11d,,Sport,The Underworld,,"Two burns on this. The whole place was sopping wet, so we were only able to slap the 4th bolt, but we had a ton of fun doing it!",2,"35.88116, -81.90287",Lead,Fell/Hung,
2023-01-02,Unwritten Law,5.12b,,Sport,The Dump,,"Fell at the 4th bolt dead point, then got it. Fell a bunch of times at the crux dyno but couldn't stick it. Lost a bunch of skin from my right hand slipping off it!",1,"36.09764, -81.77188",Lead,Fell/Hung,45
2023-01-02,Boyz N Berries,5.11a,,Sport,The Dump,,Very fun. A few spooky moves where it's all in the rubber keeping you up,1,"36.09764, -81.77188",Lead,Flash,
2023-01-02,Voodoo Child,5.11a,,Sport,The Dump,,Climbed it again bc Paul showed up. I climbed so much more smoothly with him watching!,1,"36.09764, -81.77188",Lead,Redpoint,
2023-01-02,Voodoo Child,5.11a,,Sport,The Dump,,Fell before the first bolt. Repointed on the second try!,1,"36.09764, -81.77188",Lead,Redpoint,
2022-12-30,Deceivious,5.11,,Sport,The Cookbook,,"TR burn to practice beta, one take. ",1,"36.37869, -80.28731",TR,,70
2022-12-30,Deceivious,5.11,,Sport,The Cookbook,,"Took several times, it gets pretty pumpy! An awesome route, new project probably",1,"36.37869, -80.28731",Lead,Fell/Hung,70
2022-12-30,Grace Under Pressure,5.10b,,Trad,The Cookbook,,,1,"36.37869, -80.28731",Lead,Onsight,80
2022-12-27,NE end flows,WI3,,"TR, Ice",Doughton Park,,"Clean. First line, furthest left. Went on the left side of the flow for fun, which made it a bit tougher",1,"36.42187, -81.1871",TR,,40
2022-12-27,NE end flows,WI3,,"TR, Ice",Doughton Park,,Clean. First one again,1,"36.42187, -81.1871",TR,,40
2022-12-27,NE end flows,WI3,,"TR, Ice",Doughton Park,,"Clean, second line, one on the right",1,"36.42187, -81.1871",TR,,40
2022-12-27,NE end flows,WI3,,"TR, Ice",Doughton Park,,"Clean - First line, furthest left. This one was way bigger than the pictures from 2014 and quite vertical. Made it closer to WI4",1,"36.42187, -81.1871",TR,,40
2022-12-27,Daughton Line,WI3-,,Ice,Doughton Park,,"Clean - Daughton, NC",1,"36.42187, -81.1871",TR,,
2022-12-27,Daughton Line,WI3-,,Ice,Doughton Park,,"1 fall high - Daughton, NC",1,"36.42187, -81.1871",TR,,
2022-12-27,Daughton Line,WI3-,,Ice,Doughton Park,,"1 fall low - Daughton, NC",1,"36.42187, -81.1871",TR,,
2022-12-19,The Dish,5.9,,"Trad, TR",Crowder's Mountain,,LRS w/ Revo,1,"35.24038, -81.2694",Lead,Onsight,
2022-12-19,Ooga Chocka,5.8,,"Trad, TR",Crowder's Mountain,,"LRS w/ Revo. Didn't end up using many jams, but a good time nonetheless!",1,"35.24038, -81.2694",Lead,Onsight,70
2022-12-19,Electra,5.10c,,Sport,Crowder's Mountain,,"2x TR solo pitches, definitely a pump-fest!",2,"35.24038, -81.2694",TR,,50
2022-12-19,Caterpillar,5.7+,,"Trad, TR",Crowder's Mountain,,LRS w/ Revo. One extra TR solo pitch to clean,2,"35.24038, -81.2694",Lead,Onsight,80
2022-12-12,Left Of Time,5.7,,"Sport, TR",Rocky Face,,"Nice romp, lots of fun jams",1,"35.9631, -81.12044",Lead,Onsight,40
2022-12-12,The Twins Right,5.9+,,Sport,Rocky Face,,,1,"35.9631, -81.12044",Lead,Onsight,
2022-12-12,Hardman,5.11b,,Sport,Rocky Face,,Got it after remembering my beta!,1,"35.9631, -81.12044",Lead,Redpoint,
2022-12-12,Hardman,5.11b,,Sport,Rocky Face,,One fall at the first crux,1,"35.9631, -81.12044",Lead,Fell/Hung,
2022-12-12,Mr. Aidman's Free,5.11a,,Sport,Rocky Face,,"One fall at the crux, slapped for the sloper out right. Had a fun time doing it, though!",1,"35.9631, -81.12044",Lead,Fell/Hung,
2022-12-12,Black Hole,5.10d,,Sport,Rocky Face,,,1,"35.9631, -81.12044",Lead,Redpoint,50
2022-12-12,Crimps and Slopers,5.10b,,Sport,Rocky Face,,"Tricky onsight, a ton of fun!",1,"35.9631, -81.12044",Lead,Onsight,50
2022-12-12,Flight Time,5.7+,,Sport,Rocky Face,,,1,"35.9631, -81.12044",Lead,Redpoint,
2022-12-09,Lust in a Cheap Motel,5.10b,,Sport,Sauratown,,"Lust in a Cheap Motel at s-town. Very wet patch due to the rain so we put up a TR. Pretty fun route, would be a very good lead in better conditions :)",1,"36.375128, -80.369331",TR,,
2022-12-09,Barbs World,5.10b,,Sport,Sauratown,,"Barbs World / Leisure Time at s-town. Another send just for fun, since everything else was wet",1,"36.375128, -80.369331",Lead,Redpoint,
2022-12-09,Barbs World,5.10b,,Sport,Sauratown,,"Barbs World / Leisure Time at s-town. Super fun route, loved it! Very crimpy, techy face climbing",1,"36.375128, -80.369331",Lead,Onsight,
2022-12-09,Kish Dish,5.8,,Sport,Sauratown,,"Kish Dish at s-town. A little damp, but do-able!",1,"36.375128, -80.369331",Lead,Redpoint,
2022-12-05,Quickdraw,5.11b,,Sport,Rocky Face,,"Loved it, such fun movement!!",1,"35.9631, -81.12044",Lead,Redpoint,
2022-12-05,Sunny Day,5.8,,Sport,Rocky Face,,Lead to clean,1,"35.9631, -81.12044",Lead,Redpoint,50
2022-12-05,Sunny Day,5.8,,Sport,Rocky Face,,LRS to put up a top rope for the siblings,1,"35.9631, -81.12044",Lead,Redpoint,50
2022-11-13,Hardman,5.11b,,Sport,Rocky Face,,,1,"35.9631, -81.12044",Lead,Fell/Hung,
2022-11-13,Double Roof Ballet,5.11c,,Sport,Rocky Face,,,1,"35.9631, -81.12044",Lead,Fell/Hung,
2022-11-13,Quickdraw,5.11b,,Sport,Rocky Face,,,1,"35.9631, -81.12044",Lead,Fell/Hung,
2022-11-13,Blast in Black,5.9+,,Sport,Rocky Face,,,1,"35.9631, -81.12044",Lead,Redpoint,50
2022-11-12,Boardwalk,5.8,,Trad,Ship Rock,,"Led P1, followed Abby on P2",2,"36.099, -81.7815",Lead,Onsight,130
2022-11-12,Anguish of Captain Bligh,5.11,,Trad,Ship Rock,,First .11 on gear! Sick lead on bomber pro!,1,"36.099, -81.7815",Lead,Redpoint,50
2022-11-12,Anguish of Captain Bligh,5.11,,Trad,Ship Rock,,"clean, checked out gear",1,"36.099, -81.7815",TR,,50
2022-11-12,Harpoon,5.10a,,Trad,Ship Rock,,,1,"36.099, -81.7815",Lead,Onsight,50
2022-10-29,The Great Arch,5.5,,Trad,Stone Mountain,,Spooky climb again. Climbed past a cute little tree frog on pitch 3,3,"36.3916, -81.0473",Lead,Redpoint,400
2022-10-29,Block Route,5.7,PG13,Trad,Stone Mountain,,"Spooky climb! Love the friction, what a fun climb",1,"36.3916, -81.0473",Lead,Redpoint,150
2022-10-23,Pillar Assault,5.8,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Redpoint,80
2022-10-23,Pillar Assault,5.8,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Redpoint,80
2022-10-23,Scarface,5.6,,TR,Pilot Mountain,,,1,"36.340200, -80.480780",TR,,40
